RFC,RAZON SOCIAL,SUPUESTO,EJERCICIO,PERIODO,FECHA DE PRIMERA PUBLICACION
MAY8501018B2,MUNICIPIO DE ABALA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MAY8501018B2,MUNICIPIO DE ABALA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MSY850101IZA,MUNICIPIO DE SINANCHE SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MSY850101IZA,MUNICIPIO DE SINANCHE SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MMG011129TS2,MUNICIPIO DE MARQUELIA GRO. SIN TIPO DE SOCIEDAD,FRACCION VII,2021,3,01/10/2025
MMG011129TS2,MUNICIPIO DE MARQUELIA GRO. SIN TIPO DE SOCIEDAD,FRACCION VII,2021,4,01/10/2025
MMG011129TS2,MUNICIPIO DE MARQUELIA GRO. SIN TIPO DE SOCIEDAD,FRACCION VII,2021,5,01/10/2025
MMG011129TS2,MUNICIPIO DE MARQUELIA GRO. SIN TIPO DE SOCIEDAD,FRACCION VII,2021,6,01/10/2025
MMG011129TS2,MUNICIPIO DE MARQUELIA GRO. SIN TIPO DE SOCIEDAD,FRACCION VII,2021,7,01/10/2025
MMG011129TS2,MUNICIPIO DE MARQUELIA GRO. SIN TIPO DE SOCIEDAD,FRACCION VII,2021,8,01/10/2025
MMG011129TS2,MUNICIPIO DE MARQUELIA GRO. SIN TIPO DE SOCIEDAD,FRACCION VII,2021,9,01/10/2025
MSM850101LC3,MUNICIPIO DE SANTA MARIA OZOLOTEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2022,12,23/07/2024
MSF850101V76,MUNICIPIO DE SAN FRANCISCO TELIXTLAHUACA SIN TIPO DE SOCIEDAD,FRACCION VII,2021,3,23/07/2024
MSF850101V76,MUNICIPIO DE SAN FRANCISCO TELIXTLAHUACA SIN TIPO DE SOCIEDAD,FRACCION VII,2021,4,23/07/2024
MSF850101V76,MUNICIPIO DE SAN FRANCISCO TELIXTLAHUACA SIN TIPO DE SOCIEDAD,FRACCION VII,2021,5,23/07/2024
MSF850101V76,MUNICIPIO DE SAN FRANCISCO TELIXTLAHUACA SIN TIPO DE SOCIEDAD,FRACCION VII,2021,6,23/07/2024
MSF850101V76,MUNICIPIO DE SAN FRANCISCO TELIXTLAHUACA SIN TIPO DE SOCIEDAD,FRACCION VII,2021,7,23/07/2024
MSF850101V76,MUNICIPIO DE SAN FRANCISCO TELIXTLAHUACA SIN TIPO DE SOCIEDAD,FRACCION VII,2021,8,23/07/2024
MCU850101H71,MUNICIPIO DE CHUMATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MCU850101H71,MUNICIPIO DE CHUMATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MCU850101H71,MUNICIPIO DE CHUMATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MNM6210296T0,MUNICIPIO DE NUEVO MORELOS TAMAULIPAS SIN TIPO DE SOCIEDAD,FRACCION VII,2021,6,01/10/2025
MNM6210296T0,MUNICIPIO DE NUEVO MORELOS TAMAULIPAS SIN TIPO DE SOCIEDAD,FRACCION VII,2021,7,01/10/2025
MNM6210296T0,MUNICIPIO DE NUEVO MORELOS TAMAULIPAS SIN TIPO DE SOCIEDAD,FRACCION VII,2021,8,01/10/2025
MCU6101015R1,MUNICIPIO DE CUAUTLA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MSM850101QV0,MUNICIPIO DE SAN MIGUEL QUETZALTEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MSA8501011U2,MUNICIPIO DE SAN ANDRES CABECERA NUEVA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MNF850101I23,MUNICIPIO DE NICOLAS FLORES SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MNF850101I23,MUNICIPIO DE NICOLAS FLORES SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MNF850101I23,MUNICIPIO DE NICOLAS FLORES SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MVA8501016C3,MUNICIPIO DE VILLA ALDAMA VER SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MVA8501016C3,MUNICIPIO DE VILLA ALDAMA VER SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MVA8501016C3,MUNICIPIO DE VILLA ALDAMA VER SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
SES870401TX8,SERVICIOS ESTATALES DE SALUD SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
SES870401TX8,SERVICIOS ESTATALES DE SALUD SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MNS941202UQ9,MUNICIPIO DE EL NARANJO SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MNS941202UQ9,MUNICIPIO DE EL NARANJO SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MNS941202UQ9,MUNICIPIO DE EL NARANJO SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MSM850101RH5,MUNICIPIO DE SAHUAYO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MSM850101RH5,MUNICIPIO DE SAHUAYO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MSM850101RH5,MUNICIPIO DE SAHUAYO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MOC850101CZ5,MUNICIPIO DE OCUILAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MOC850101CZ5,MUNICIPIO DE OCUILAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MJR850101LS8,MUNICIPIO DE JUAN R ESCUDERO GUERRERO SIN TIPO DE SOCIEDAD,FRACCION VII,2021,3,01/10/2025
MJR850101LS8,MUNICIPIO DE JUAN R ESCUDERO GUERRERO SIN TIPO DE SOCIEDAD,FRACCION VII,2021,4,01/10/2025
MJR850101LS8,MUNICIPIO DE JUAN R ESCUDERO GUERRERO SIN TIPO DE SOCIEDAD,FRACCION VII,2021,5,01/10/2025
MJR850101LS8,MUNICIPIO DE JUAN R ESCUDERO GUERRERO SIN TIPO DE SOCIEDAD,FRACCION VII,2021,6,01/10/2025
MND630915U24,MUNICIPIO DE NOMBRE DE DIOS SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MND630915U24,MUNICIPIO DE NOMBRE DE DIOS SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MND630915U24,MUNICIPIO DE NOMBRE DE DIOS SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MJM850101P52,MUNICIPIO DE JUNGAPEO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2022,8,23/07/2024
MJM850101P52,MUNICIPIO DE JUNGAPEO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2022,9,23/07/2024
MJM850101P52,MUNICIPIO DE JUNGAPEO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2022,10,23/07/2024
MJM850101P52,MUNICIPIO DE JUNGAPEO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2022,11,23/07/2024
MJM850101P52,MUNICIPIO DE JUNGAPEO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MJM850101P52,MUNICIPIO DE JUNGAPEO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MJM850101P52,MUNICIPIO DE JUNGAPEO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MSM670101D84,MUNICIPIO DE SAN MARCOS GRO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MSM670101D84,MUNICIPIO DE SAN MARCOS GRO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MTM850101GY5,MUNICIPIO DE TIQUICHEO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MTM850101GY5,MUNICIPIO DE TIQUICHEO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MTM850101GY5,MUNICIPIO DE TIQUICHEO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MVP8501016L1,MUNICIPIO DE VILLA PESQUEIRA SIN TIPO DE SOCIEDAD,FRACCION VII,2021,3,01/10/2025
MVP8501016L1,MUNICIPIO DE VILLA PESQUEIRA SIN TIPO DE SOCIEDAD,FRACCION VII,2021,4,01/10/2025
MVP8501016L1,MUNICIPIO DE VILLA PESQUEIRA SIN TIPO DE SOCIEDAD,FRACCION VII,2021,5,01/10/2025
MVP8501016L1,MUNICIPIO DE VILLA PESQUEIRA SIN TIPO DE SOCIEDAD,FRACCION VII,2022,5,01/10/2025
MVP8501016L1,MUNICIPIO DE VILLA PESQUEIRA SIN TIPO DE SOCIEDAD,FRACCION VII,2022,6,01/10/2025
MVP8501016L1,MUNICIPIO DE VILLA PESQUEIRA SIN TIPO DE SOCIEDAD,FRACCION VII,2022,7,01/10/2025
MVP8501016L1,MUNICIPIO DE VILLA PESQUEIRA SIN TIPO DE SOCIEDAD,FRACCION VII,2022,8,01/10/2025
MCG850101CE9,MUNICIPIO DE COPANATOYAC GUERRERO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MCG850101CE9,MUNICIPIO DE COPANATOYAC GUERRERO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MCG850101CE9,MUNICIPIO DE COPANATOYAC GUERRERO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MSL951003897,MUNICIPIO DE SAN LUCAS TECOPILCO TLAX SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
IMP1711309CA,"INSTITUTO MUNICIPAL DE PLANEACION DE TZITZIO, MICHOACAN SIN TIPO DE SOCIEDAD",FRACCION VII,2024,11,01/10/2025
MSY860201B36,MUNICIPIO DE SAMAHIL SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MSY860201B36,MUNICIPIO DE SAMAHIL SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MSY860201B36,MUNICIPIO DE SAMAHIL SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MNM850101RL8,MUNICIPIO DE NEJAPA DE MADERO SIN TIPO DE SOCIEDAD,FRACCION VII,2022,8,23/07/2024
MSP850101KP4,MUNICIPIO DE SAN PEDRO IXCATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MFB850101193,MUNICIPIO DE BENITO JUAREZ SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MTG850101RQ1,MUNICIPIO DE TEUL DE GONZALEZ ORTEGA ZAC SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
PMF8501018P3,PRESIDENCIA MUNICIPAL DE FRANCISCO I MADERO COAH SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
PMF8501018P3,PRESIDENCIA MUNICIPAL DE FRANCISCO I MADERO COAH SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
PMF8501018P3,PRESIDENCIA MUNICIPAL DE FRANCISCO I MADERO COAH SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MJA850101JX8,MUNICIPIO DE JANTETELCO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MJA850101JX8,MUNICIPIO DE JANTETELCO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MJA850101JX8,MUNICIPIO DE JANTETELCO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MSY850101IZA,MUNICIPIO DE SINANCHE SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MSC850101K68,MUNICIPIO DE SANTA CRUZ ACATEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MSC850101K68,MUNICIPIO DE SANTA CRUZ ACATEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
PMT540302AR5,PRESIDENCIA MUNICIPAL TECATE SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MTM850101PP4,MUNICIPIO DE TLACOLULA DE MATAMOROS SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MTM850101PP4,MUNICIPIO DE TLACOLULA DE MATAMOROS SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MTM850101PP4,MUNICIPIO DE TLACOLULA DE MATAMOROS SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
CEC910820IX9,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE SAN LUIS POTOSI SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
CEC910820IX9,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE SAN LUIS POTOSI SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
CEC910820IX9,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE SAN LUIS POTOSI SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MLB980520QB1,MUNICIPIO DE LORETO BCS SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MLB980520QB1,MUNICIPIO DE LORETO BCS SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MLB980520QB1,MUNICIPIO DE LORETO BCS SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
PMI8501019M0,MUNICIPIO DE IXTAPAN DEL ORO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
PMI8501019M0,MUNICIPIO DE IXTAPAN DEL ORO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
PMI8501019M0,MUNICIPIO DE IXTAPAN DEL ORO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
HAM7201019B2,HONORABLE AYUNTAMIENTO DE MULEGE SIN TIPO DE SOCIEDAD,FRACCION VII,2022,2,01/10/2025
HAM7201019B2,HONORABLE AYUNTAMIENTO DE MULEGE SIN TIPO DE SOCIEDAD,FRACCION VII,2024,12,01/10/2025
HAM7201019B2,HONORABLE AYUNTAMIENTO DE MULEGE SIN TIPO DE SOCIEDAD,FRACCION VII,2025,1,01/10/2025
HAM7201019B2,HONORABLE AYUNTAMIENTO DE MULEGE SIN TIPO DE SOCIEDAD,FRACCION VII,2025,2,01/10/2025
HAM7201019B2,HONORABLE AYUNTAMIENTO DE MULEGE SIN TIPO DE SOCIEDAD,FRACCION VII,2025,3,01/10/2025
HAM7201019B2,HONORABLE AYUNTAMIENTO DE MULEGE SIN TIPO DE SOCIEDAD,FRACCION VII,2025,4,01/10/2025
HAM7201019B2,HONORABLE AYUNTAMIENTO DE MULEGE SIN TIPO DE SOCIEDAD,FRACCION VII,2025,5,01/10/2025
HAM7201019B2,HONORABLE AYUNTAMIENTO DE MULEGE SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
HAM7201019B2,HONORABLE AYUNTAMIENTO DE MULEGE SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
HAM7201019B2,HONORABLE AYUNTAMIENTO DE MULEGE SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MSC850101RPA,MUNICIPIO SAN CARLOS YAUTEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2021,3,23/07/2024
MYV8501013N1,MUNICIPIO DE YECUATLA VER SIN TIPO DE SOCIEDAD,FRACCION VII,2021,12,01/04/2025
MOJ850101TJ3,MUNICIPIO DE OMITLAN DE JUAREZ SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MTS850101734,MUNICIPIO TANLAJAS SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MTS850101734,MUNICIPIO TANLAJAS SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MTS850101734,MUNICIPIO TANLAJAS SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MCO850101MD1,MUNICIPIO DE CHAHUITES SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MVA850101PY7,MUNICIPIO DE VILLA DE ARISTA SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,1,01/10/2025
MVA850101PY7,MUNICIPIO DE VILLA DE ARISTA SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,2,01/10/2025
MVA850101PY7,MUNICIPIO DE VILLA DE ARISTA SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,3,01/10/2025
MVA850101PY7,MUNICIPIO DE VILLA DE ARISTA SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,4,01/10/2025
MVA850101PY7,MUNICIPIO DE VILLA DE ARISTA SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,5,01/10/2025
SDI880112HG7,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL MUNICIPIO DE QUITUPAN JALISCO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
SDI880112HG7,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL MUNICIPIO DE QUITUPAN JALISCO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MSN930215MJ0,MUNICIPIO DE SAN NICOLAS BUENOS AIRES SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MJP850101AM9,MUNICIPIO DE JONOTLA PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MJP850101AM9,MUNICIPIO DE JONOTLA PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MJP850101AM9,MUNICIPIO DE JONOTLA PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MAD8812014V1,MUNICIPIO DE AGUA DULCE VER SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MAD8812014V1,MUNICIPIO DE AGUA DULCE VER SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MTY850101179,MUNICIPIO DE TIXMEHUAC SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MTY850101179,MUNICIPIO DE TIXMEHUAC SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
AMS890920IB2,GRAL. PLUTARCO ELIAS CALLES SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
AMS890920IB2,GRAL. PLUTARCO ELIAS CALLES SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
AMS890920IB2,GRAL. PLUTARCO ELIAS CALLES SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MVG850101KC0,MUNICIPIO DE VICENTE GUERRERO PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MSI850101CZ0,MUNICIPIO SANTIAGO IXTAYUTLA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MSP850101KP4,MUNICIPIO DE SAN PEDRO IXCATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,1,01/10/2025
MSP850101KP4,MUNICIPIO DE SAN PEDRO IXCATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,2,01/10/2025
MSP850101KP4,MUNICIPIO DE SAN PEDRO IXCATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,3,01/10/2025
MSP850101KP4,MUNICIPIO DE SAN PEDRO IXCATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,4,01/10/2025
MSP850101KP4,MUNICIPIO DE SAN PEDRO IXCATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,5,01/10/2025
MSP850101KP4,MUNICIPIO DE SAN PEDRO IXCATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MSP850101KP4,MUNICIPIO DE SAN PEDRO IXCATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MAC850101R74,MUNICIPIO DE ALTAMIRANO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MAC850101R74,MUNICIPIO DE ALTAMIRANO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MAC850101R74,MUNICIPIO DE ALTAMIRANO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
SOA9406106L1,SISTEMA OPERADOR DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DEL MUNICIPIO DE ACATZINGO DE HIDALGO PUE SIN TIPO DE SOCIEDAD,FRACCION VII,2022,12,01/10/2025
SOA9406106L1,SISTEMA OPERADOR DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DEL MUNICIPIO DE ACATZINGO DE HIDALGO PUE SIN TIPO DE SOCIEDAD,FRACCION VII,2023,5,01/10/2025
MRP850101MP9,MUNICIPIO DE REFORMA DE PINEDA SIN TIPO DE SOCIEDAD,FRACCION VII,2021,5,23/07/2024
MRP850101MP9,MUNICIPIO DE REFORMA DE PINEDA SIN TIPO DE SOCIEDAD,FRACCION VII,2021,6,23/07/2024
MRP850101MP9,MUNICIPIO DE REFORMA DE PINEDA SIN TIPO DE SOCIEDAD,FRACCION VII,2021,7,23/07/2024
MRP850101MP9,MUNICIPIO DE REFORMA DE PINEDA SIN TIPO DE SOCIEDAD,FRACCION VII,2021,8,23/07/2024
MRP850101MP9,MUNICIPIO DE REFORMA DE PINEDA SIN TIPO DE SOCIEDAD,FRACCION VII,2021,9,23/07/2024
MRP850101MP9,MUNICIPIO DE REFORMA DE PINEDA SIN TIPO DE SOCIEDAD,FRACCION VII,2021,10,23/07/2024
MRP850101MP9,MUNICIPIO DE REFORMA DE PINEDA SIN TIPO DE SOCIEDAD,FRACCION VII,2021,11,23/07/2024
MRP850101MP9,MUNICIPIO DE REFORMA DE PINEDA SIN TIPO DE SOCIEDAD,FRACCION VII,2021,12,23/07/2024
OPD140421GE1,"ORGANISMO PUBLICO DESCENTRALIZADO MUNICIPAL PARA LA PRESTACION DE LOS SERVICIOS DE AGUA POTABLE, DRENAJE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES DEL MUNICIPIO DE TEMASCALCINGO, ESTADO DE MEXICO SIN TIPO DE SOCIEDAD",FRACCION VII,2023,10,01/10/2025
MSY8501013Y2,MUNICIPIO DE SOTUTA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MSY8501013Y2,MUNICIPIO DE SOTUTA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MSY8501013Y2,MUNICIPIO DE SOTUTA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
PMH850101PM3,MUNICIPIO DE HIDALGO SIN TIPO DE SOCIEDAD,FRACCION VII,2022,9,01/10/2025
MRN850101AP9,MUNICIPIO DE RUIZ NAYARIT SIN TIPO DE SOCIEDAD,FRACCION VII,2023,5,23/07/2024
MSY8501018N0,MUNICIPIO DE SUCILA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MSY8501018N0,MUNICIPIO DE SUCILA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MSY8501018N0,MUNICIPIO DE SUCILA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MSM850101QR8,MUNICIPIO DE SANTA MARIA TLALIXTAC SIN TIPO DE SOCIEDAD,FRACCION VII,2021,3,23/07/2024
MSM850101QR8,MUNICIPIO DE SANTA MARIA TLALIXTAC SIN TIPO DE SOCIEDAD,FRACCION VII,2021,4,23/07/2024
MSM850101QR8,MUNICIPIO DE SANTA MARIA TLALIXTAC SIN TIPO DE SOCIEDAD,FRACCION VII,2021,5,23/07/2024
MSM850101QR8,MUNICIPIO DE SANTA MARIA TLALIXTAC SIN TIPO DE SOCIEDAD,FRACCION VII,2021,6,23/07/2024
MSM850101QR8,MUNICIPIO DE SANTA MARIA TLALIXTAC SIN TIPO DE SOCIEDAD,FRACCION VII,2021,7,23/07/2024
MZP850101B22,MUNICIPIO DE ZOQUIAPAN PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,5,01/10/2025
SOA9406106L1,SISTEMA OPERADOR DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DEL MUNICIPIO DE ACATZINGO DE HIDALGO PUE SIN TIPO DE SOCIEDAD,FRACCION VII,2022,2,01/10/2025
SOA9406106L1,SISTEMA OPERADOR DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DEL MUNICIPIO DE ACATZINGO DE HIDALGO PUE SIN TIPO DE SOCIEDAD,FRACCION VII,2022,3,01/10/2025
SOA9406106L1,SISTEMA OPERADOR DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DEL MUNICIPIO DE ACATZINGO DE HIDALGO PUE SIN TIPO DE SOCIEDAD,FRACCION VII,2022,4,01/10/2025
SOA9406106L1,SISTEMA OPERADOR DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DEL MUNICIPIO DE ACATZINGO DE HIDALGO PUE SIN TIPO DE SOCIEDAD,FRACCION VII,2022,5,01/10/2025
SOA9406106L1,SISTEMA OPERADOR DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DEL MUNICIPIO DE ACATZINGO DE HIDALGO PUE SIN TIPO DE SOCIEDAD,FRACCION VII,2022,6,01/10/2025
SOA9406106L1,SISTEMA OPERADOR DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DEL MUNICIPIO DE ACATZINGO DE HIDALGO PUE SIN TIPO DE SOCIEDAD,FRACCION VII,2022,7,01/10/2025
SOA9406106L1,SISTEMA OPERADOR DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DEL MUNICIPIO DE ACATZINGO DE HIDALGO PUE SIN TIPO DE SOCIEDAD,FRACCION VII,2022,8,01/10/2025
SOA9406106L1,SISTEMA OPERADOR DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DEL MUNICIPIO DE ACATZINGO DE HIDALGO PUE SIN TIPO DE SOCIEDAD,FRACCION VII,2022,9,01/10/2025
SOA9406106L1,SISTEMA OPERADOR DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DEL MUNICIPIO DE ACATZINGO DE HIDALGO PUE SIN TIPO DE SOCIEDAD,FRACCION VII,2022,10,01/10/2025
MHS850101J82,MUNICIPIO DE HUEHUETLAN SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MHS850101J82,MUNICIPIO DE HUEHUETLAN SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MAD8812014V1,MUNICIPIO DE AGUA DULCE VER SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
